date,min,max,zero_count,zero_percent,average,standard_deviation,variance
2022-08-27 11:38:17,159,194,139,159,101,101,99
2022-08-27 11:38:17,113,120,188,0,101,99,99
2022-08-27 11:38:17,154,102,104,200,100,99,101
2022-08-27 11:38:17,126,146,184,166,101,101,101
2022-08-27 11:38:17,134,130,107,109,100,101,101
2022-08-27 11:38:17,152,141,187,165,100,101,100
2022-08-27 11:38:17,182,138,143,158,100,101,101
2022-08-27 11:38:17,150,162,195,145,101,99,100
2022-08-27 11:38:17,104,147,155,174,101,100,99
2022-08-27 11:38:17,106,180,196,123,100,101,100
2022-08-27 11:38:17,114,102,151,127,99,99,99
2022-08-27 11:38:17,126,104,117,188,100,100,100
2022-08-27 11:38:17,127,113,182,191,99,99,101
2022-08-27 11:38:17,115,167,194,198,101,99,99
2022-08-27 11:38:17,167,167,112,196,99,101,101
2022-08-27 11:38:17,185,161,133,172,101,99,99
2022-08-27 11:38:17,158,156,165,141,99,101,101
2022-08-27 11:38:17,175,112,157,173,101,99,100
2022-08-27 11:38:17,101,149,126,0,100,100,101
2022-08-27 11:38:17,101,118,130,125,100,99,99
2022-08-27 11:38:17,167,101,169,0,100,99,101
2022-08-27 11:38:17,151,183,132,0,99,99,101
2022-08-27 11:38:17,166,112,137,137,101,101,101
2022-08-27 11:38:17,134,104,167,0,99,101,99
2022-08-27 11:38:17,146,132,181,0,101,99,100
2022-08-27 11:38:17,126,150,124,116,99,101,100
2022-08-27 11:38:17,140,184,100,156,99,99,101
2022-08-27 11:38:17,105,175,112,0,99,100,100
2022-08-27 11:38:17,169,112,147,166,99,101,101
2022-08-27 11:38:17,193,161,135,118,99,100,99
2022-08-27 11:38:17,153,123,112,170,100,99,101
2022-08-27 11:38:17,162,156,194,140,99,100,99
2022-08-27 11:38:17,117,120,162,162,101,100,99
2022-08-27 11:38:17,177,159,128,119,100,99,101
2022-08-27 11:38:17,195,132,173,142,99,99,99
2022-08-27 11:38:17,143,200,137,171,101,101,100
2022-08-27 11:38:17,137,189,124,0,99,101,100
2022-08-27 11:38:17,122,115,186,184,100,101,99
2022-08-27 11:38:17,143,110,195,104,100,99,100
2022-08-27 11:38:17,166,167,134,107,100,99,99
2022-08-27 11:38:17,200,126,139,189,101,100,99
2022-08-27 11:38:17,143,199,182,120,99,101,101
2022-08-27 11:38:17,111,151,120,106,99,100,101
2022-08-27 11:38:17,161,148,200,157,99,101,100
2022-08-27 11:38:17,133,187,120,200,101,101,100
2022-08-27 11:38:17,106,165,118,0,99,99,100
2022-08-27 11:38:17,191,151,189,149,99,101,99
2022-08-27 11:38:17,180,117,121,178,99,101,100
2022-08-27 11:38:17,196,166,155,130,99,100,101
2022-08-27 11:38:17,181,149,173,126,100,100,101
2022-08-27 11:38:17,102,126,129,111,99,101,99
2022-08-27 11:38:17,166,168,166,186,101,100,100
2022-08-27 11:38:17,198,100,192,147,101,99,100
2022-08-27 11:38:17,129,173,117,161,100,101,99
2022-08-27 11:38:17,179,124,173,196,100,100,100
2022-08-27 11:38:17,135,195,199,195,101,99,101
2022-08-27 11:38:17,160,158,155,122,101,99,100
2022-08-27 11:38:17,129,128,171,100,99,100,101
2022-08-27 11:38:17,184,188,130,191,101,99,99
2022-08-27 11:38:17,158,158,100,175,99,101,100
2022-08-27 11:38:17,156,124,118,190,99,99,100
2022-08-27 11:38:17,107,175,110,103,100,101,100
2022-08-27 11:38:17,148,120,151,118,100,99,101
2022-08-27 11:38:17,156,181,141,179,100,100,99
2022-08-27 11:38:17,123,156,152,120,101,99,101
2022-08-27 11:38:17,187,196,127,0,101,100,99
2022-08-27 11:38:17,169,157,132,0,101,100,100
2022-08-27 11:38:17,107,125,170,0,101,101,101
2022-08-27 11:38:17,107,137,119,194,100,101,100
2022-08-27 11:38:17,163,172,182,0,100,99,100
2022-08-27 11:38:17,121,192,132,109,99,101,99
2022-08-27 11:38:17,153,197,185,161,100,99,101
2022-08-27 11:38:17,126,178,172,151,101,99,101
2022-08-27 11:38:17,115,149,164,135,100,100,100
2022-08-27 11:38:17,129,105,141,128,100,101,101
2022-08-27 11:38:17,139,130,130,116,101,100,99
2022-08-27 11:38:17,199,134,172,149,100,99,99
2022-08-27 11:38:17,195,148,110,0,101,101,99
2022-08-27 11:38:17,196,114,130,191,99,101,99
2022-08-27 11:38:17,133,152,112,172,101,100,100
2022-08-27 11:38:17,115,187,147,150,101,100,100
2022-08-27 11:38:17,102,182,190,163,101,101,100
2022-08-27 11:38:17,159,193,140,170,100,99,100
2022-08-27 11:38:17,186,187,105,127,99,100,101
2022-08-27 11:38:17,118,128,134,117,99,100,100
2022-08-27 11:38:17,113,174,108,112,101,101,99
2022-08-27 11:38:17,168,198,132,0,101,99,100
2022-08-26 11:38:17,190,179,0,160,100,101,99
2022-08-26 11:38:17,131,128,0,0,100,99,100
2022-08-26 11:38:17,173,129,0,121,101,99,101
2022-08-26 11:38:17,173,178,0,140,101,101,101
2022-08-26 11:38:17,129,129,0,173,99,100,100
2022-08-26 11:38:17,135,118,0,187,99,101,101
2022-08-26 11:38:17,169,187,165,0,100,101,101
2022-08-26 11:38:17,176,100,166,170,101,99,100
2022-08-26 11:38:17,116,143,192,135,101,99,99
2022-08-26 11:38:17,194,128,146,148,101,100,99
2022-08-26 11:38:17,110,167,190,0,101,100,101
2022-08-26 11:38:17,152,144,167,133,99,99,99
2022-08-26 11:38:17,152,184,134,120,99,101,101
2022-08-26 11:38:17,121,190,188,184,100,99,99
2022-08-26 11:38:17,199,126,188,151,101,101,100
2022-08-26 11:38:17,178,147,174,191,101,100,99
2022-08-26 11:38:17,162,119,130,188,99,99,101
2022-08-26 11:38:17,109,134,199,0,99,100,99
2022-08-26 11:38:17,141,120,174,153,100,100,100
2022-08-26 11:38:17,156,194,122,146,99,100,99
2022-08-26 11:38:17,174,196,125,127,101,99,99
2022-08-26 11:38:17,116,172,136,121,99,100,101
2022-08-26 11:38:17,193,200,135,181,99,101,101
2022-08-26 11:38:17,128,154,177,106,101,101,99
2022-08-26 11:38:17,180,195,176,157,101,101,100
2022-08-26 11:38:17,165,138,129,159,100,101,101
2022-08-26 11:38:17,126,163,115,126,100,100,100
2022-08-26 11:38:17,128,142,124,178,101,99,101
2022-08-26 11:38:17,127,175,174,140,100,99,100
2022-08-26 11:38:17,133,110,133,156,101,101,100
2022-08-26 11:38:17,149,160,137,166,99,100,101
2022-08-26 11:38:17,135,106,143,178,100,99,101
2022-08-26 11:38:17,140,162,111,0,100,101,100
2022-08-26 11:38:17,160,170,189,195,101,101,100
2022-08-26 11:38:17,124,116,103,0,101,101,100
2022-08-26 11:38:17,178,126,121,142,101,101,100
2022-08-26 11:38:17,193,117,168,181,100,100,99
2022-08-26 11:38:17,162,102,167,111,99,101,101
2022-08-26 11:38:17,192,136,115,177,101,99,101
2022-08-26 11:38:17,105,195,147,198,100,100,99
2022-08-26 11:38:17,166,114,138,184,100,99,100
2022-08-26 11:38:17,117,118,132,149,100,101,101
2022-08-26 11:38:17,178,135,166,0,101,100,101
2022-08-26 11:38:17,182,180,191,136,100,101,101
2022-08-26 11:38:17,108,133,109,102,101,100,101
2022-08-26 11:38:17,200,181,189,185,101,100,101
2022-08-26 11:38:17,101,165,126,167,100,101,100
2022-08-26 11:38:17,115,139,137,174,99,101,100
2022-08-26 11:38:17,181,133,169,155,101,100,100
2022-08-26 11:38:17,117,158,185,114,101,100,99
2022-08-26 11:38:17,113,193,103,186,101,99,100
2022-08-26 11:38:17,180,169,161,136,101,99,100
2022-08-26 11:38:17,164,126,182,191,101,101,99
2022-08-26 11:38:17,128,179,136,143,101,101,99
2022-08-26 11:38:17,187,109,127,173,101,100,100
2022-08-26 11:38:17,188,165,154,0,101,100,99
2022-08-26 11:38:17,116,172,111,146,99,101,100
2022-08-26 11:38:17,164,175,190,141,99,99,101
2022-08-26 11:38:17,199,161,102,105,101,100,101
2022-08-26 11:38:17,173,171,143,102,100,100,99
2022-08-26 11:38:17,177,155,108,158,101,100,100
2022-08-26 11:38:17,151,144,138,194,101,99,100
2022-08-26 11:38:17,127,188,145,137,101,99,99
2022-08-26 11:38:17,125,146,129,190,100,101,100
2022-08-26 11:38:17,146,106,147,133,101,99,100
2022-08-26 11:38:17,145,156,182,166,101,99,101
2022-08-26 11:38:17,142,121,166,118,101,101,99
2022-08-26 11:38:17,124,181,175,192,100,101,99
2022-08-26 11:38:17,138,111,142,145,99,101,100
2022-08-26 11:38:17,170,193,173,0,101,99,101
2022-08-26 11:38:17,114,164,152,0,101,101,100
2022-08-26 11:38:17,185,122,161,125,99,99,100
2022-08-26 11:38:17,178,152,152,131,99,101,101
2022-08-26 11:38:17,116,158,124,0,101,101,99
2022-08-26 11:38:17,150,103,191,120,100,100,99
2022-08-26 11:38:17,121,103,106,179,101,100,101
2022-08-26 11:38:17,162,115,126,119,99,99,99
2022-08-26 11:38:17,148,192,127,147,99,100,100
2022-08-26 11:38:17,139,196,131,144,99,101,100
2022-08-26 11:38:17,126,148,172,102,100,100,99
2022-08-26 11:38:17,164,188,171,0,101,101,100
2022-08-26 11:38:17,149,135,132,106,99,99,101
2022-08-26 11:38:17,145,136,176,115,99,101,99
2022-08-26 11:38:17,182,193,172,113,100,101,99
2022-08-26 11:38:17,168,160,190,122,101,100,99
2022-08-26 11:38:17,188,115,166,111,100,99,99
2022-08-26 11:38:17,199,180,176,165,101,99,100
2022-08-26 11:38:17,169,152,106,193,101,100,99
2022-08-26 11:38:17,173,123,184,0,101,100,101
2022-08-26 11:38:17,171,130,130,174,101,99,99
2022-08-26 11:38:17,104,103,139,115,99,101,99
2022-08-26 11:38:17,122,123,182,169,100,100,100
2022-08-26 11:38:17,125,108,101,187,101,99,99
2022-08-26 11:38:17,195,163,160,0,99,99,100
2022-08-26 11:38:17,135,130,162,133,100,100,100
2022-08-26 11:38:17,137,173,191,200,101,101,100
2022-08-26 11:38:17,122,137,142,126,99,100,99
2022-08-26 11:38:17,139,142,148,113,100,100,100
2022-08-26 11:38:17,145,139,180,197,100,99,99
2022-08-26 11:38:17,157,193,171,183,100,100,101
2022-08-26 11:38:17,139,198,130,107,99,99,101
2022-08-26 11:38:17,189,131,118,193,99,101,101
2022-08-26 11:38:17,127,187,139,0,99,100,99
2022-08-26 11:38:17,182,175,153,139,100,101,99
2022-08-26 11:38:17,159,161,189,0,101,100,101
2022-08-26 11:38:17,170,200,128,193,99,100,99
2022-08-26 11:38:17,128,156,186,198,101,101,99
2022-08-26 11:38:17,186,103,147,127,99,99,101
2022-08-26 11:38:17,183,129,158,171,100,100,101
2022-08-26 11:38:17,111,121,164,189,99,99,101
2022-08-26 11:38:17,103,115,176,175,100,101,99
2022-08-26 11:38:17,170,136,122,173,101,100,99
2022-08-26 11:38:17,138,134,170,189,99,100,99
2022-08-26 11:38:17,133,161,129,116,99,100,99
2022-08-26 11:38:17,113,140,142,163,100,100,99
2022-08-26 11:38:17,146,174,148,113,100,101,101
2022-08-26 11:38:17,128,140,196,200,101,101,100
2022-08-26 11:38:17,100,122,118,191,101,99,101
2022-08-26 11:38:17,103,159,198,0,100,101,100
2022-08-26 11:38:17,186,112,146,151,101,101,99
2022-08-26 11:38:17,141,185,129,106,99,100,100
2022-08-26 11:38:17,152,100,164,115,101,99,100
2022-08-26 11:38:17,118,164,102,194,99,99,99
2022-08-26 11:38:17,188,180,108,0,101,101,99
2022-08-26 11:38:17,130,119,166,107,101,99,100
2022-08-26 11:38:17,161,122,118,128,99,99,99
2022-08-26 11:38:17,106,198,147,130,100,100,101
2022-08-26 11:38:17,121,129,123,124,101,101,101
2022-08-26 11:38:17,199,120,168,197,99,99,99
2022-08-26 11:38:17,200,130,144,101,100,100,99
2022-08-26 11:38:17,180,197,182,0,100,99,101
2022-08-26 11:38:17,171,179,179,171,101,100,101
2022-08-26 11:38:17,146,152,193,0,101,101,100
2022-08-26 11:38:17,134,191,115,104,100,101,100
2022-08-26 11:38:17,180,200,137,150,100,101,100
2022-08-26 11:38:17,195,120,175,141,101,100,99
2022-08-26 11:38:17,153,172,142,0,100,99,99
2022-08-26 11:38:17,194,170,187,104,99,100,100
2022-08-26 11:38:17,132,177,143,181,101,101,99
2022-08-26 11:38:17,131,196,191,145,101,100,99
2022-08-26 11:38:17,166,177,176,0,99,100,100
2022-08-26 11:38:17,104,163,138,145,100,100,100
2022-08-26 11:38:17,159,172,149,0,101,100,101
2022-08-26 11:38:17,164,113,142,0,101,99,101
2022-08-26 11:38:17,198,105,117,0,99,100,99
2022-08-26 11:38:17,103,151,199,182,100,99,101
2022-08-26 11:38:17,148,101,132,158,100,100,100
2022-08-26 11:38:17,169,196,180,139,101,101,99
2022-08-26 11:38:17,182,146,138,139,100,101,99
2022-08-26 11:38:17,178,100,177,0,99,100,100
2022-08-26 11:38:17,149,151,137,0,101,101,101
2022-08-26 11:38:17,159,106,168,132,99,101,99
2022-08-26 11:38:17,120,156,128,109,101,101,101
2022-08-26 11:38:17,196,141,160,169,100,100,100
2022-08-26 11:38:17,154,145,135,0,99,99,101
2022-08-26 11:38:17,146,105,143,156,99,101,101
2022-08-26 11:38:17,118,115,189,107,100,99,99
2022-08-26 11:38:17,156,103,156,0,101,100,100
2022-08-26 11:38:17,196,147,147,0,101,100,99
2022-08-26 11:38:17,129,101,176,0,100,99,100
2022-08-26 11:38:17,102,147,148,150,101,101,99
2022-08-26 11:38:17,146,162,152,110,100,100,101
2022-08-26 11:38:17,195,113,131,0,99,101,99
2022-08-26 11:38:17,104,188,122,154,100,100,99
2022-08-26 11:38:17,195,109,155,185,100,101,100
2022-08-26 11:38:17,176,171,148,0,99,101,100
2022-08-26 11:38:17,189,147,161,0,101,99,100
2022-08-26 11:38:17,118,193,184,0,101,99,99
2022-08-26 11:38:17,117,159,127,189,99,101,100
2022-08-26 11:38:17,134,176,174,102,99,99,101
2022-08-26 11:38:17,114,171,104,133,100,99,101
2022-08-26 11:38:17,139,138,194,0,99,101,99
2022-08-26 11:38:17,166,104,153,111,99,100,101
2022-08-26 11:38:17,110,130,146,135,99,99,101
2022-08-26 11:38:17,195,127,168,163,99,99,100
2022-08-26 11:38:17,126,114,182,130,100,99,99
2022-08-26 11:38:17,155,188,169,194,101,100,101
2022-08-26 11:38:17,146,191,104,0,101,99,99
2022-08-26 11:38:17,152,181,145,111,101,101,100
2022-08-26 11:38:17,111,118,105,0,100,101,101
2022-08-26 11:38:17,113,151,121,167,99,100,99
2022-08-26 11:38:17,127,189,186,190,100,100,101
2022-08-26 11:38:17,192,171,107,174,99,100,100
2022-08-26 11:38:17,103,141,151,118,99,101,100
2022-08-26 11:38:17,183,200,156,100,99,99,101
2022-08-26 11:38:17,185,122,171,124,99,99,99
2022-08-26 11:38:17,200,192,156,139,101,99,100
2022-08-26 11:38:17,148,156,110,116,101,101,100
2022-08-26 11:38:17,157,137,127,0,101,99,101
2022-08-26 11:38:17,130,175,188,109,99,99,99
2022-08-26 11:38:17,137,122,195,164,100,101,99
2022-08-26 11:38:17,189,114,151,123,100,100,101
2022-08-26 11:38:17,190,140,156,175,99,101,100
2022-08-26 11:38:17,165,158,160,193,100,101,101
2022-08-26 11:38:17,135,126,112,116,101,100,100
2022-08-26 11:38:17,181,127,173,132,99,101,99
2022-08-26 11:38:17,112,172,167,130,101,99,101
2022-08-26 11:38:17,157,182,172,156,101,100,100
2022-08-26 11:38:17,103,113,132,0,101,100,100
2022-08-26 11:38:17,179,109,197,154,101,99,101
2022-08-25 11:38:17,120,117,0,0,100,99,101
2022-08-25 11:38:17,168,118,0,145,100,101,99
2022-08-25 11:38:17,160,101,0,194,100,100,100
2022-08-25 11:38:17,106,122,0,108,99,99,99
2022-08-25 11:38:17,121,135,0,166,99,99,99
2022-08-25 11:38:17,127,118,0,117,101,100,100
2022-08-25 11:38:17,135,188,144,176,100,99,99
2022-08-25 11:38:17,195,117,175,117,101,99,101
2022-08-25 11:38:17,101,170,175,198,101,100,101
2022-08-25 11:38:17,168,115,134,0,100,101,99
2022-08-25 11:38:17,145,186,153,160,100,100,101
2022-08-25 11:38:17,145,121,138,103,99,100,100
2022-08-25 11:38:17,123,198,191,116,101,101,100
2022-08-25 11:38:17,109,107,196,189,101,101,99
2022-08-25 11:38:17,109,130,162,109,100,101,101
2022-08-25 11:38:17,197,165,133,158,100,100,99
2022-08-25 11:38:17,103,167,130,170,101,101,100
2022-08-25 11:38:17,144,147,114,160,99,101,101
2022-08-25 11:38:17,161,159,183,149,99,100,99
2022-08-25 11:38:17,115,188,115,177,101,101,101
2022-08-25 11:38:17,123,112,145,133,101,99,99
2022-08-25 11:38:17,157,183,129,135,100,101,101
2022-08-25 11:38:17,118,148,200,175,101,101,99
2022-08-25 11:38:17,143,140,187,156,101,100,100
2022-08-25 11:38:17,195,130,126,185,99,100,100
2022-08-25 11:38:17,200,113,162,190,100,101,101
2022-08-25 11:38:17,106,144,144,183,100,100,101
2022-08-25 11:38:17,143,106,118,0,100,99,99
2022-08-25 11:38:17,198,154,156,147,101,101,99
2022-08-25 11:38:17,108,141,175,102,99,100,99
2022-08-25 11:38:17,135,156,170,104,99,99,99
2022-08-25 11:38:17,113,149,145,123,100,99,100
2022-08-25 11:38:17,180,128,193,0,100,100,99
2022-08-25 11:38:17,112,136,169,144,101,101,101
2022-08-25 11:38:17,156,177,176,0,101,100,100
2022-08-25 11:38:17,194,102,154,107,100,99,100
2022-08-25 11:38:17,151,154,160,0,101,101,100
2022-08-25 11:38:17,154,143,167,128,99,99,100
2022-08-25 11:38:17,125,141,136,117,101,100,99
2022-08-25 11:38:17,128,152,184,127,99,99,101
2022-08-25 11:38:17,136,163,191,109,99,100,100
2022-08-25 11:38:17,119,185,107,0,101,100,100
2022-08-25 11:38:17,177,116,116,101,99,100,101
2022-08-25 11:38:17,140,137,175,119,100,99,101
2022-08-25 11:38:17,196,177,108,181,101,101,99
2022-08-25 11:38:17,195,171,196,147,99,100,101
2022-08-25 11:38:17,152,156,199,0,100,101,99
2022-08-25 11:38:17,109,191,181,200,101,100,99
2022-08-25 11:38:17,144,126,163,112,99,101,100
2022-08-25 11:38:17,137,158,169,159,99,100,101
2022-08-25 11:38:17,135,128,101,174,99,101,101
2022-08-25 11:38:17,182,164,176,0,100,99,101
2022-08-25 11:38:17,172,114,175,192,101,101,100
2022-08-25 11:38:17,138,197,169,143,99,99,101
2022-08-25 11:38:17,121,165,175,196,100,101,100
2022-08-25 11:38:17,138,143,101,105,99,100,99
2022-08-25 11:38:17,177,195,112,151,100,99,101
2022-08-25 11:38:17,155,127,196,176,100,99,100
2022-08-25 11:38:17,186,178,179,0,100,101,99
2022-08-25 11:38:17,164,105,127,174,100,101,101
2022-08-25 11:38:17,135,136,140,158,99,99,100
2022-08-25 11:38:17,137,101,190,0,101,101,101
2022-08-25 11:38:17,150,102,141,181,101,99,100
2022-08-25 11:38:17,152,163,139,0,99,101,99
2022-08-25 11:38:17,121,108,133,0,101,99,101
2022-08-25 11:38:17,111,119,185,0,99,99,99
2022-08-25 11:38:17,153,129,100,109,99,99,99
2022-08-25 11:38:17,200,142,196,108,100,99,101
2022-08-25 11:38:17,182,125,155,141,100,100,99
2022-08-25 11:38:17,103,182,116,177,100,100,99
2022-08-25 11:38:17,111,186,126,153,101,101,101
2022-08-25 11:38:17,129,159,129,184,99,100,101
2022-08-25 11:38:17,173,179,199,0,100,99,101
2022-08-25 11:38:17,112,143,190,112,100,99,101
2022-08-25 11:38:17,120,180,196,149,100,101,100
2022-08-25 11:38:17,118,120,114,0,99,99,101
2022-08-25 11:38:17,179,143,136,0,101,99,101
2022-08-25 11:38:17,183,125,103,140,101,99,100
2022-08-25 11:38:17,135,181,149,168,100,101,100
2022-08-25 11:38:17,190,110,153,110,99,100,100
2022-08-25 11:38:17,141,112,164,139,100,100,99
2022-08-25 11:38:17,132,106,109,123,101,99,100
2022-08-25 11:38:17,130,159,104,100,100,100,101
2022-08-25 11:38:17,117,126,129,0,101,101,101
2022-08-25 11:38:17,129,111,169,147,100,101,99
2022-08-25 11:38:17,137,139,170,171,100,99,100
2022-08-25 11:38:17,183,110,100,150,99,99,100
2022-08-25 11:38:17,152,162,188,107,100,100,100
2022-08-25 11:38:17,169,116,193,175,100,99,101
2022-08-25 11:38:17,101,184,198,180,99,99,99
2022-08-25 11:38:17,155,120,118,100,100,101,99
2022-08-25 11:38:17,133,100,149,0,101,100,99
2022-08-25 11:38:17,153,189,136,158,100,100,100
2022-08-25 11:38:17,123,115,192,160,100,99,100
2022-08-25 11:38:17,195,191,200,129,100,99,100
2022-08-25 11:38:17,110,162,148,0,100,101,99
2022-08-25 11:38:17,109,119,176,144,100,100,101
2022-08-25 11:38:17,173,187,192,148,99,99,100
2022-08-25 11:38:17,149,189,170,195,101,99,99
2022-08-25 11:38:17,132,117,159,160,99,101,99
2022-08-25 11:38:17,193,190,189,0,99,99,99
2022-08-25 11:38:17,131,199,109,172,100,100,101
2022-08-25 11:38:17,147,130,130,139,99,99,100
2022-08-25 11:38:17,124,168,117,178,99,100,100
2022-08-25 11:38:17,135,135,139,106,99,99,100
2022-08-25 11:38:17,147,154,121,150,100,99,99
2022-08-25 11:38:17,117,164,140,103,101,100,99
2022-08-25 11:38:17,183,129,162,0,99,100,100
2022-08-25 11:38:17,129,101,119,176,101,99,101
2022-08-25 11:38:17,194,131,114,112,99,100,99
2022-08-25 11:38:17,102,171,106,102,99,99,101
2022-08-25 11:38:17,188,187,125,170,101,101,101
2022-08-25 11:38:17,126,146,117,103,101,101,100
2022-08-25 11:38:17,140,169,188,136,99,100,100
2022-08-25 11:38:17,101,161,112,120,99,99,101
2022-08-25 11:38:17,166,155,200,151,100,100,100
2022-08-25 11:38:17,181,186,113,143,100,99,99
2022-08-25 11:38:17,152,127,110,0,100,99,100
2022-08-25 11:38:17,179,177,144,142,100,99,100
2022-08-25 11:38:17,154,172,182,196,99,101,101
2022-08-25 11:38:17,185,192,191,169,100,99,99
2022-08-25 11:38:17,100,149,113,193,99,99,100
2022-08-25 11:38:17,176,176,199,0,101,99,101
2022-08-25 11:38:17,156,173,200,0,100,100,101
2022-08-25 11:38:17,146,140,146,116,100,101,99
2022-08-25 11:38:17,174,113,196,146,99,100,99
2022-08-25 11:38:17,199,133,102,0,100,99,100
2022-08-25 11:38:17,196,100,153,148,101,101,100
2022-08-25 11:38:17,155,180,152,177,101,99,100
2022-08-25 11:38:17,186,103,140,188,99,99,101
2022-08-25 11:38:17,161,178,143,0,100,101,101
2022-08-25 11:38:17,187,196,135,0,100,99,101
2022-08-25 11:38:17,104,191,194,125,99,99,100
2022-08-25 11:38:17,156,184,163,150,99,100,101
2022-08-25 11:38:17,187,124,184,120,100,100,101
2022-08-25 11:38:17,145,179,196,117,101,100,99
2022-08-25 11:38:17,193,110,122,195,99,99,100
2022-08-25 11:38:17,116,111,167,133,99,101,101
2022-08-25 11:38:17,115,104,116,123,101,101,101
2022-08-25 11:38:17,192,179,122,133,101,99,99
2022-08-25 11:38:17,141,169,156,158,100,100,101
2022-08-25 11:38:17,157,156,176,173,99,100,101
2022-08-25 11:38:17,178,129,138,127,101,100,100
2022-08-25 11:38:17,119,181,177,109,100,100,99
2022-08-25 11:38:17,107,195,178,0,100,99,99
2022-08-25 11:38:17,184,165,115,141,99,101,100
2022-08-25 11:38:17,104,198,146,182,101,99,100
2022-08-25 11:38:17,193,192,188,146,101,101,101
2022-08-25 11:38:17,135,123,158,134,99,101,100
2022-08-25 11:38:17,143,112,178,106,101,99,100
2022-08-25 11:38:17,110,102,177,188,100,100,99
2022-08-25 11:38:17,108,101,119,154,99,99,101
2022-08-25 11:38:17,133,199,150,0,99,101,100
2022-08-25 11:38:17,120,166,112,156,100,100,100
2022-08-25 11:38:17,184,198,144,121,99,99,100
2022-08-25 11:38:17,166,173,121,0,101,100,99
2022-08-25 11:38:17,118,105,141,158,100,101,99
2022-08-25 11:38:17,103,130,101,189,100,100,99
2022-08-25 11:38:17,164,102,179,175,101,101,100
2022-08-25 11:38:17,176,187,115,192,100,101,100
2022-08-25 11:38:17,127,134,159,170,100,99,100
2022-08-25 11:38:17,157,171,165,141,100,99,100
2022-08-25 11:38:17,129,122,104,144,100,100,101
2022-08-25 11:38:17,193,183,194,165,100,101,100
2022-08-25 11:38:17,109,163,159,131,101,100,101
2022-08-25 11:38:17,155,108,159,133,101,99,99
2022-08-25 11:38:17,191,166,137,173,101,99,101
2022-08-25 11:38:17,137,141,135,123,101,101,100
2022-08-25 11:38:17,198,175,114,200,99,100,101
2022-08-25 11:38:17,101,129,180,155,101,101,99
2022-08-25 11:38:17,153,119,103,200,101,100,101
2022-08-25 11:38:17,132,156,193,157,99,99,99
2022-08-25 11:38:17,177,148,140,0,100,100,100
2022-08-25 11:38:17,130,183,194,165,99,101,100
2022-08-25 11:38:17,135,156,158,120,99,100,101
2022-08-25 11:38:17,185,103,188,100,100,100,101
2022-08-25 11:38:17,159,118,153,197,101,99,100
2022-08-25 11:38:17,133,150,155,186,99,99,101
2022-08-25 11:38:17,200,101,178,184,100,101,100
2022-08-25 11:38:17,193,126,191,148,101,101,100
2022-08-25 11:38:17,181,128,171,195,100,99,100
2022-08-25 11:38:17,177,190,105,142,99,99,100
2022-08-25 11:38:17,119,114,189,102,100,101,99
2022-08-25 11:38:17,105,108,135,160,100,100,101
2022-08-25 11:38:17,123,127,191,171,100,100,100
2022-08-25 11:38:17,142,193,136,0,101,100,99
2022-08-25 11:38:17,126,149,126,153,100,99,99
2022-08-25 11:38:17,151,117,153,0,101,100,101
2022-08-25 11:38:17,141,191,181,103,99,100,101
2022-08-25 11:38:17,137,110,156,175,100,99,99
2022-08-25 11:38:17,142,151,118,193,99,101,99
2022-08-25 11:38:17,119,181,149,161,101,101,99
2022-08-25 11:38:17,128,111,157,166,99,100,100
2022-08-25 11:38:17,137,103,172,0,99,101,101
2022-08-25 11:38:17,111,163,105,199,99,100,101
2022-08-25 11:38:17,147,132,192,112,101,99,100
2022-08-25 11:38:17,175,195,146,153,101,101,100
2022-08-25 11:38:17,147,162,116,166,99,100,100
2022-08-25 11:38:17,191,178,129,169,101,101,101
2022-08-25 11:38:17,130,125,156,109,100,101,101
2022-08-24 11:38:17,110,114,0,174,101,99,101
2022-08-24 11:38:17,191,120,0,0,100,99,101
2022-08-24 11:38:17,169,112,0,186,101,99,99
2022-08-24 11:38:17,185,158,0,101,100,100,100
2022-08-24 11:38:17,164,174,0,139,100,100,99
2022-08-24 11:38:17,132,142,0,180,99,101,101
2022-08-24 11:38:17,111,139,107,173,99,101,101
2022-08-24 11:38:17,184,116,146,179,100,101,101
2022-08-24 11:38:17,150,104,137,151,100,99,100
2022-08-24 11:38:17,127,162,136,171,100,101,99
2022-08-24 11:38:17,169,123,131,111,100,100,99
2022-08-24 11:38:17,128,130,140,104,100,100,99
2022-08-24 11:38:17,143,125,148,176,100,99,99
2022-08-24 11:38:17,125,140,116,127,99,99,101
2022-08-24 11:38:17,107,103,189,132,100,101,100
2022-08-24 11:38:17,177,154,159,194,99,101,99
2022-08-24 11:38:17,127,127,144,197,99,99,101
2022-08-24 11:38:17,112,128,196,180,99,99,99
2022-08-24 11:38:17,193,199,147,114,100,99,99
2022-08-24 11:38:17,137,117,199,171,100,100,101
2022-08-24 11:38:17,166,162,139,161,101,100,100
2022-08-24 11:38:17,151,128,165,131,100,101,101
2022-08-24 11:38:17,122,171,108,133,100,100,101
2022-08-24 11:38:17,161,129,169,122,101,100,100
2022-08-24 11:38:17,128,197,198,144,101,99,100
2022-08-24 11:38:17,184,166,148,175,99,100,100
2022-08-24 11:38:17,164,105,195,148,100,99,100
2022-08-24 11:38:17,154,140,165,104,100,99,99
2022-08-24 11:38:17,108,194,147,109,100,101,101
2022-08-24 11:38:17,149,155,137,195,100,101,100
